StudentID,cohort_term,Marital Status,Adjusted Gross Income,Parent Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,2012 Loan,2012 Scholarship,2012 Work/Study,2012 Grant,2013 Loan,2013 Scholarship,2013 Work/Study,2013 Grant,2014 Loan,2014 Scholarship,2014 Work/Study,2014 Grant,2015 Loan,2015 Scholarship,2015 Work/Study,2015 Grant,2016 Loan,2016 Scholarship,2016 Work/Study,2016 Grant,2017 Loan,2017 Scholarship,2017 Work/Study,2017 Grant
251238,1,Single,0,34609,High School,College,With Parent,,,,,,,,,,,,,,,,10544,,,,,,,,
251853,1,Married,38240,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,9500,,,,12500,,,
253441,1,Single,0,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,1980.09,,,,,,,,
253569,1,Single,10972,0,Middle School,Middle School,With Parent,,,,,,,,,,,,,6772,,,10234,10500,,,6291,,,,
253778,1,Single,0,0,Middle School,Middle School,With Parent,,,,,,,,,,,,,,,,11294,,,,11421,,,,5815
254074,1,Married,47211,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,10500,,,,10500,,,,6250,,,
254341,1,Single,0,0,High School,High School,Off Campus,,,,,,,,,,,,,2000,,,10209,4500,,,13171,4500,,,12723
254415,1,Separated,3170,16965,High School,High School,With Parent,,,,,,,,,,,,,,,,6058,2100,,,10088,12500,,,
257761,1,Single,18275,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,12500,,,2480,10500,,,5775,,,,
258450,1,Single,16896,0,Unknown,College,Off Campus,,,,,,,,,,,,,10500,,,2235,8500,,,,6250,,,
258544,1,Single,0,0,College,Unknown,With Parent,,,,,,,,,,,,,5250,,,2865,,,,,,,,
258560,1,Single,15805,0,Unknown,High School,Off Campus,,,,,,,,,,,,,7500,,,9861,12500,,,953,12500,,,6608
259566,1,Single,22075,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,7500,,,5729,10500,,,3962,,,,
260135,1,Single,10381,0,High School,High School,Off Campus,,,,,,,,,,,,,,1750,,10442,,,,,,,,
261639,1,Divorced,0,0,High School,High School,With Parent,,,,,,,,,,,,,,,,6774,,,,,5500,,,4214
263459,1,Single,148,0,Unknown,College,Off Campus,,,,,,,,,5500,,,2823,5500,,,9382.89,,,,,,,,
264848,1,Married,55937,0,High School,College,Off Campus,,,,,,,,,,,,,9500,1937,,3480,12500,,,3425,12500,,,1631
266386,1,Single,0,45130,Middle School,College,With Parent,,,,,,,,,,,,,,6472,,4380,,5403.6,,5775,,,,
266388,1,Single,6100,28516,Middle School,High School,With Parent,,,,,,,,,,,,,,,,,5500,,,,,,,
267718,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269450,1,Single,9762,72831,College,College,With Parent,,,,,,,,,,,,,,5000,,11294,,,,,,,,
269637,1,Single,22805,0,College,Unknown,Off Campus,,,,,,,,,,,,,7500,,,5730,,,,,,,,
271143,1,Single,39976,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,1905,,,,,,,,
271304,1,Single,0,77568,College,Middle School,With Parent,,,,,,,,,,,,,,1500,,8512,,,,,,,,
271534,1,Married,19674,0,High School,College,Off Campus,,,,,,,,,,,,,,3000,,8784,,4000,,2825,,,,
271694,1,Single,0,0,High School,Unknown,Off Campus,,,,,,,,,,,,,7500,,,5730,,,,3249,,,,
274273,1,Single,29440,0,High School,High School,Off Campus,,,,,,,,,,,,,12500,,,6894,12500,,,264,,,,
274759,1,Single,35899,0,High School,High School,Off Campus,,,,,,,,,,,,,9902,,,7250,10500,,,5775,,,,
274929,1,Separated,13920,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,7500,,,5730,7500,,,5775,1507,,,2908
275076,1,Single,22494,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,10500,,,1380,10500,,,,,,,
275564,1,Married,99124,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,3500,,,,2750,,,,,,,
275827,1,Single,0,0,Unknown,High School,Off Campus,,,,,,,,,,,,,,1000,,11294,,2000,,11421,12500,,,4293
276212,1,Single,25763,0,College,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
276292,1,Married,103336,0,College,High School,Off Campus,,,,,,,,,,,,,12500,,,,12500,,,,4687,,,
276366,1,Single,0,0,High School,Middle School,Off Campus,,,,,,,,,,,,,3500,,,11894,,,,,,,,
276416,1,Single,14905,0,High School,High School,With Parent,,,,,,,,,,,,,4000,,,6882,8500,,,2997,5250,,,1337
276836,1,Single,6649,144870,College,Middle School,With Parent,,,,,,,,,,,,,,2500,,,,,,,,,,
276838,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277043,1,Single,17014,0,Unknown,Middle School,With Parent,,,,,,,,,,,,,7500,,,1690,10500,,,825,9500,,,715
278050,1,Single,25068,0,,,Off Campus,,,,,,,,,,,,,3500,,,8966,8500,,,8339,2750,,,3206
278060,1,Single,1335,55992,Unknown,Unknown,With Parent,,,,,,,,,,,,,4890,,,11294,10500,,,11421,12500,,,10599
278870,1,Single,37077,19802,High School,High School,With Parent,,,,,,,,,,,,,5500,,,5730,10500,,,,,,,
279217,1,Married,88942,0,High School,College,Off Campus,,,,,,,,,,,,,22000,1000,,,,,,,,,,
279410,1,Single,12210,42244,Unknown,College,With Parent,,,,,,,,,,,,,8500,,,4108,7500,,,11421,4500,,,9855
279585,1,Single,0,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,11294,,,,12021,,,,
279697,1,Single,10100,15407,High School,High School,With Parent,,,,,,,,,,,,,7977,,,11294,8900,,,5775,,,,
279769,1,Single,6418,0,High School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
280031,1,Single,13381,0,High School,High School,Off Campus,,,,,,,,,,,,,3500,,,9634,8500,,,6091,12500,,,3065
280456,1,Single,28045,0,High School,College,Off Campus,,,,,,,,,,,,,7500,,,,,,,12255,,,,
281054,1,Single,6906,0,College,College,Off Campus,,,,,,,,,,,,,3000,,,4298,7500,,2000,3610,2502,,,2908
281090,1,Single,0,90223,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
281130,1,Single,21425,0,Unknown,Unknown,With Parent,,,,,,,,,,,,,11490,,,1380,,,,,,,,
282492,1,Single,7103,31833,High School,High School,With Parent,,,,,,,,,,,,,,10000,,,,,,,,,,
282707,1,Separated,37675,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,4000,431,,5626,7500,,,6016,,,,
283298,1,Single,11082,74913,College,High School,With Parent,,,,,,,,,,,,,1750,,,,8500,,,8809,12500,,,12173
283325,1,Married,61763,0,High School,High School,Off Campus,,,,,,,,,,,,,1750,,,,,,,,,,,
283344,1,Single,49386,0,High School,High School,Off Campus,,,,,,,,,,,,,12500,,,,,,,,,,,
283608,1,Single,16292,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,5500,,,5730,5250,,,,,,,
283812,1,Single,19742,0,High School,College,Off Campus,,,,,,,,,,,,,,,,,3750,,,,,,,
283816,1,Single,6321,0,Unknown,High School,Off Campus,,,,,,,,,,,,,1750,,,6058,,,,,,,,
284329,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284336,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6250,,,
284352,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285254,1,Single,11963,119023,High School,High School,Off Campus,,,,,,,,,,,,,5500,,,,10500,,,12255,,,,
286443,1,Single,0,136934,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
286529,1,Single,29936,15143,High School,High School,With Parent,,,,,,,,,,,,,15000,,,,12500,,,,,,,
286680,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286863,1,Single,13383,0,Middle School,High School,Off Campus,,,,,,,,,,,,,,2000,,4297,2750,,,5591,,,,
287183,1,Single,13659,48275,Middle School,Middle School,Off Campus,,,,,,,,,,,,,3500,979.78,,6116,4500,,,7109,7500,,,3765
287230,1,Single,44684,0,Middle School,Unknown,Off Campus,,,,,,,,,,,,,11500,,,4780,12500,,,5054,,,,
288691,1,Single,0,82689,High School,High School,With Parent,,,,,,,,,,,,,13500,,,,11200,,,,,,,5787
288726,1,Single,3393,31977,Unknown,College,With Parent,,,,,,,,,,,,,,,,10644,,,,12421,,,,10901
289161,1,Married,49763,31687,College,High School,Off Campus,,,,,,,,,,,,,12500,,,,,,,,,,,
289325,1,Single,6038,66745,Unknown,College,With Parent,,,,,,,,,,,,,,4000,,9492,,,,,,,,
289768,1,Single,30208,13750,College,Unknown,With Parent,,,,,,,,,,,,705,4162,,,5730,,,,4332,,,,
290412,1,Single,14622,54458,High School,High School,Off Campus,,,,,,,,,,,,,,,,5316,,,,607,5500,,,1324
290842,1,Single,7925,65492,Unknown,College,Off Campus,,,,,,,,,,,,,5500,,,,11500,,,,,,,
290900,1,Single,24672,12430,Middle School,Middle School,With Parent,,,,,,,,,,,,,5500,,,5730,7500,,,8339,,,,
291400,1,Single,0,166242,College,High School,Off Campus,,,,,,,,,,,,,,4000,,,,,,,,,,
291848,1,Single,8594,13283,High School,College,With Parent,,,,,,,,,,,,,,2000,,11294,7500,,,2525,12500,,,4017
292094,1,Single,0,0,Middle School,Middle School,Off Campus,,,,,,,,,2675,,,1412,3000,,,11294,,,,11421,5800,,,5815
292156,1,Single,4195,0,High School,High School,Off Campus,,,,,,,,,,,,,5500,3000,,13866,,,,,,,,
292201,1,Married,85051,0,,,Off Campus,,,,,,,,,,,,,7500,,,1190,10500,,,4332,,,,
292778,1,Single,8106,0,High School,High School,Off Campus,,,,,,,,,,,,,3500,,,8258,3000,,,9059,,,,
293513,1,Married,35012,0,High School,Unknown,Off Campus,,,,,,,,,,,,,,,,,10500,,,2225,12500,,,2365
293536,1,Single,0,0,Unknown,Unknown,Off Campus,,,,,,,,,3250,,,,6500,5000,,6714,12500,5000,,,,,,
294129,1,Single,0,28987,Unknown,Middle School,With Parent,,,,,,,,,,,,,,,,11866,,,,,,,,
294337,1,Married,8113,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,2500,,,9634,,,,4869,,,,
294475,1,Single,12605,0,High School,Middle School,Off Campus,,,,,,,,,,,,,7500,,,5180,7761,,,8309,12500,,,4184
295099,1,Single,0,110908,College,College,With Parent,,,,,,,,,,,,,5500,5000,,,3953,2500,,11421,,,,
295140,1,Single,3757,157754,College,College,With Parent,,,,,,,,,,,,,,2000,,,,2000,,,,,,
295165,1,Single,36037,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
295225,1,Single,0,20102,High School,High School,With Parent,,,,,,,,,,,,,,,,12116,,,,,,,,
296693,1,Single,18449,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,12500,,,2880,10500,,,5725,6250,,,1978
296791,1,Single,7714,0,High School,High School,Off Campus,,,,,,,,,,,,,,1500,,13266,,3700,,13405,,,,
296847,1,Single,6656,0,High School,Middle School,With Parent,,,,,,,,,,,,,9500,,,12416,6361,,,12255,12250,,,
296933,1,Single,6624,18232,High School,Middle School,Off Campus,,,,,,,,,,,,,7500,,,12116,5608,,,6128,,,,
297064,1,Single,27006,0,High School,High School,Off Campus,,,,,,,,,,,,,3500,,,8258,,,,,,,,
297115,1,Single,15060,14581,Middle School,Unknown,With Parent,,,,,,,,,,,,,,,,10084,,,,10557,,,,4928
297167,1,Single,16726,18179,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,8716,3000,,,9059,,,,
297193,1,Single,11545,43202,College,College,With Parent,,,,,,,,,,,,,7500,4000,30,1180,3751,4000,,,,,,
297222,1,Single,12525,8580,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,10392,2000,,,9687,,,,
297600,1,Single,1476,65085,Unknown,College,With Parent,,,,,,,,,,,,,9500,,,,7500,,,3291,,,,
297631,1,Single,435,27248,High School,High School,With Parent,,,,,,,,,,,,,,,,12116,,,,6128,,,,
297779,1,Single,45544,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,5500,,,,,,,,,,,
298065,1,Single,29744,0,High School,College,Off Campus,,,,,,,,,,,,,,,,2488.39,,,,,,,,
298074,1,Single,0,85915,High School,High School,With Parent,,,,,,,,,,,,,,5000,,3808,,5000,,,,,,
298096,1,Single,0,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,7500,,,9191,10500,,,6796,12500,,,1750
298224,1,Single,23114,136263,College,College,With Parent,,,,,,,,,,,,,7500,,,,6000,,,,,,,
298294,1,Single,5142,25978,High School,High School,With Parent,,,,,,,,,,,,,13500,,,,,,,12780,,,,5346
298911,1,Single,7244,29532,College,Unknown,With Parent,,,,,,,,,,,,,,,,12116,3750,,,5775,,,,
299118,1,Divorced,0,60312,College,College,With Parent,,,,,,,,,,,,,,250,3900,6584,5500,,2000,,,,,
299159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299388,1,Single,21956,37210,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
299445,1,Single,8016,0,Middle School,College,Off Campus,,,,,,,,,,,,,5500,,,5730,5500,,,9981,,,,
299729,1,Single,2650,0,College,College,Off Campus,,,,,,,,,,,,,5500,,,12114,10500,,,5646,,,,
299880,1,Single,31141,75605,High School,High School,Off Campus,,,,,,,,,,,,,2750,,,,,,,,,,,
300001,1,Single,19243,115796,College,College,With Parent,,,,,,,,,,,,,,5000,,,5500,2000,,,5388,2112,,
300190,1,Single,0,76224,High School,High School,Off Campus,,,,,,,,,,,,,5500,,,,5500,,,,,,,11573
300491,1,Single,7612,0,College,High School,With Parent,,,,,,,,,,,,,,,,12116,,,,6428,,,,
300903,1,Single,0,31032,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,12116,,,,6128,4500,,,6766
300978,1,Single,0,30380,High School,College,Off Campus,,,,,,,,,,,,,3500,,,12116,4500,,,12255,7500,,,9069
301661,1,Separated,16790,0,High School,High School,Off Campus,,,,,,,,,,,,,1463,,,,,,,,,,,
301870,1,Single,8423,0,High School,High School,With Parent,,,,,,,,,,,,,1857,,,11594,,,,5252,,,,
302211,1,Single,0,34498,College,College,With Parent,,,,,,,,,,,,,3500,,,8892,6500,,,5025,,,,12423
302219,1,Single,2412,0,College,College,With Parent,,,,,,,,,,,,,5500,,3200,5730,,,3780,12205,2000,,2000,10341
302966,1,Single,24506,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,3500,,,3582,3500,,,4331,,,,
303102,1,Single,35910,0,High School,College,Off Campus,,,,,,,,,,,,,7500,,,,10500,,,,,,,
303216,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303371,1,Single,39129,102613,Middle School,Middle School,With Parent,,,,,,,,,,,,,3500,,,,,,,,,,,
304291,1,Single,3764,12687,High School,High School,Off Campus,,,,,,,,,,,,,,,,6058,,,,,,,,
304634,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304834,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304911,1,Single,0,44281,Unknown,High School,With Parent,,,,,,,,,,,,,,,,6884,,,,,,,,
305101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305139,1,Single,7074,0,Middle School,High School,Off Campus,,,,,,,,,,,,,12500,,,12416,10500,,,7669,12500,,,
305606,1,Single,510,71968,Unknown,College,With Parent,,,,,,,,,,,,,5500,,,,4500,,,,7500,,,
305757,1,Divorced,47481,0,High School,Middle School,Off Campus,,,,,,,,,,,,,3500,5168,,4580,5500,5000,,2725,,,,
306649,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306928,1,Single,0,27724,High School,High School,With Parent,,,,,,,,,,,,,,,,5730,,250,,8289,,,1000,3859
306979,1,Single,0,117697,High School,High School,With Parent,,,,,,,,,,,,,5500,,,,,,,,7500,,,
307383,1,Single,1909,28502,Unknown,High School,On Campus Housing,,,,,,,,,,,,,8300,,,12116,4500,,1300,12255,7500,,,2772
307391,1,Single,0,0,High School,High School,With Parent,,,,,,,,,,,,,5500,,,5730,,,,,,,,
307519,1,Single,20973,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
308063,1,Single,15377,24797,College,High School,With Parent,,,,,,,,,,,,,3500,,,9634,3100,,,8289,7500,,,6766
308386,1,Single,0,22724,High School,High School,With Parent,,,,,,,,,,,,,3500,,,12116,3500,,,12255,6500,,,7666
308407,1,Single,0,42068,High School,High School,With Parent,,,,,,,,,,,,,,,,12116,,,,11121,3750,,,
308735,1,Single,10167,33127,High School,High School,With Parent,,,,,,,,,,,,,3500,,,8892,4500,,,9407,7500,,,6513
309219,1,Single,2968,70639,Middle School,Middle School,With Parent,,,,,,,,,,,,,,,,6116,,3710.15,,,5500,3406,,
309340,1,Single,414,47237,College,College,With Parent,,,,,,,,,,,,,8500,,,2180,8500,,,1625,11200,,,
309461,1,Single,0,9386,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,11866,,,,12205,6500,,,11523
309547,1,Married,15722,0,Middle School,Middle School,With Parent,,,,,,,,,,,,,,5123,,11294,,10053.6,,3625,,,,
309662,1,Married,128956,0,College,College,Off Campus,,,,,,,,,,,,,12500,,,,5250,815.2,,,,,,
309685,1,Single,2148,24678,College,High School,With Parent,,,,,,,,,,,,1399,,3000,,12066,,3000,,11371,,,,11523
310369,1,Single,1440,20005,Unknown,High School,On Campus Housing,,,,,,,,,,,,,,,,12116,,,,,,,,
310402,1,Single,0,64326,College,Unknown,With Parent,,,,,,,,,,,,,5500,,,,7500,,,2591.3,7500,,,
310582,1,Single,0,0,High School,High School,On Campus Housing,,,,,,,,,,,,,9500,,,12116,7750,,,9615,,,,
310842,1,Single,0,0,College,College,Off Campus,,,,,,,,,,,,,6250,,,,,,,,,,,
310853,1,Divorced,10692,0,Unknown,College,Off Campus,,,,,,,,,,,,,3750,,,6770,,,,3240,,,,
310873,1,Single,0,0,High School,High School,Off Campus,,,,,,,,,,,,,12500,,,,,,,,,,,
311033,1,Single,0,8813,Middle School,Middle School,With Parent,,,,,,,,,,,,,4890,,,12116,,,,,,,,
311126,1,Single,8864,0,High School,High School,Off Campus,,,,,,,,,,,,,7500,,,5730,8500,,,5775,4000,,,6067
311128,1,Single,6744,69207,High School,High School,With Parent,,,,,,,,,,,,,,5000,,2500,,5000,,2500,,,,
311221,1,Single,24575,0,Middle School,High School,Off Campus,,,,,,,,,,,,,3500,,,8966,,,,,,,,
311451,1,Single,3846,7123,High School,High School,With Parent,,,,,,,,,,,,,,3000,,11042,,3000,,11421,,,,
311707,1,Single,0,60853,High School,College,With Parent,,,,,,,,,,,,,5500,,,,,,,,,,,
311714,1,Single,9629,91030,Unknown,High School,With Parent,,,,,,,,,,,,,5500,,,,3500,,,1013,,,,
311833,1,Divorced,29479,0,High School,High School,Off Campus,,,,,,,,,,,,,8500,,,,10500,,,11421,,,,
311841,1,Single,1955,57656,College,College,On Campus Housing,,,,,,,,,,,,,16500,,,6136,10500,,,7387,,,,
312042,1,Single,4786,0,High School,High School,Off Campus,,,,,,,,,,,,,29500,,,,,,,,,,,
312146,1,Single,29381,0,High School,High School,With Parent,,,,,,,,,,,,,5500,,,,,,,,,,,
312814,1,Single,28039,0,High School,College,Off Campus,,,,,,,,,,,,,12500,,,,6250,,,,,,,
313278,1,Single,5032,40038,High School,High School,With Parent,,,,,,,,,,,,,,,,11966,,1500,,8768.3,5500,,,
313652,1,Married,87543,0,High School,High School,Off Campus,,,,,,,,,,,,,2200,8861.5,,2080,,7353.6,,3825,,,,
313843,1,Single,2316,89492,Unknown,College,With Parent,,,,,,,,,,,,,10000,,,,4500,,,,5500,,,2908
314643,1,Single,36826,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,10500,,,,,,,,2750,,,2908
314935,1,Single,60634,0,High School,High School,Off Campus,,,,,,,,,,,,,7500,,,,9563,,,,,,,
315226,1,Single,17817,0,College,Middle School,Off Campus,,,,,,,,,,,,,10500,,,3080,10500,,,5775,,,,
315246,1,Single,4189,89913,College,High School,On Campus Housing,,,,,,,,,,,,,10500,,,,7500,,,,5000,,2000,
315532,1,Single,22039,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,12500,,,2530.52,12500,,,2823,,,,
315619,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315876,1,Married,64919,0,Unknown,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
315952,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315953,1,Single,0,0,College,College,Off Campus,,,,,,,,,,,,,5250,,,3582,,,,4332,,,,
316098,1,Divorced,5504,0,High School,College,Off Campus,,,,,,,,,,,,,8750,,,12116,,,,,,,,
316105,1,Married,22264,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
316152,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316257,1,Single,18855,0,High School,High School,Off Campus,,,,,,,,,,,,,7500,,,1340,,,,,,,,
316258,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316303,1,Married,172809,0,High School,High School,With Parent,,,,,,,,,,,,,7500,,,,1750,,,,,,,
316671,1,Single,0,26105,Unknown,High School,With Parent,,,,,,,,,,,,,3805,,,4898,1750,,,11042.12,,,,
316905,1,Single,37109,0,High School,High School,Off Campus,,,,,,,,,,,,,931,,,,,,,,,,,
316935,1,Married,10226,0,High School,High School,Off Campus,,,,,,,,,,,,,8500,,,1433,,,,1208.8,2000,,,1454
317058,1,Married,47603,0,High School,Unknown,Off Campus,,,,,,,,,,,,,7500,,,5730,7500,,,5725,10500,,,6415
317222,1,Single,0,19195,High School,High School,With Parent,,,,,,,,,,,,,,,,12116,4500,,,13405,,,2000,13573
317224,1,Single,0,40691,High School,High School,On Campus Housing,,,,,,,,,,,,,18428,,,9892,17500,,,1325,18367,,,3765
317239,1,Single,6377,30767,High School,High School,With Parent,,,,,,,,,,,,,,,,13266,,,,12121,,,,6287
317359,1,,,,,,,,,,,,,,,,,,,,,,,,,,4325,5500,236.24,,3865
317398,1,Single,12297,0,College,Unknown,Off Campus,,,,,,,,,,,,,,3000,,8516,,,,,,,,
317402,1,Single,0,0,High School,Middle School,With Parent,,,,,,,,,,,,,,5000,,8258,,,,,,,,
317559,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317569,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317662,1,Single,12490,0,College,Unknown,Off Campus,,,,,,,,,,,,,4590,,,8416,,,,,,,,
317791,1,Single,0,12090,Unknown,College,With Parent,,,,,,,,,,,,,1750,,,6058,,,,,,,,
317840,1,Single,5854,67077,College,College,With Parent,,,,,,,,,,,,,10500,,,,11500,,,,12250,,,
317910,1,Single,8726,0,Unknown,High School,Off Campus,,,,,,,,,,,,,4000,,,12116,5500,,,7922,,,,
317988,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318077,1,Single,0,52294,High School,College,With Parent,,,,,,,,,,,,,9500,,,2780,1750,,,5004,5490,,,683
318204,1,Single,0,0,College,High School,Off Campus,,,,,,,,,,,,,7500,,,5730,,,,,,,,
318359,1,Single,0,18000,Middle School,Unknown,Off Campus,,,,,,,,,,,,,,,3000,11594,,,,,,,,
318475,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318653,1,Single,9127,25443,Unknown,High School,With Parent,,,,,,,,,,,,,2750,,,5221,4750,,,9587,12000,,,4265
318657,1,Single,20397,187464,College,High School,Off Campus,,,,,,,,,,,,,10500,,,1560,,,,,,,,
318775,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319195,1,Separated,32842,0,High School,Middle School,Off Campus,,,,,,,,,,,,,7500,,,,,,,,,,,
319454,1,Single,0,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,7080,,,,,,,,
320042,1,Single,11680,0,Middle School,Unknown,Off Campus,,,,,,,,,,,,,,1500,,4429,800,,,3610,5500,,,6415
320105,1,Married,16498,0,High School,Middle School,Off Campus,,,,,,,,,,,,,,,,413.85,,,,,,,,
320219,1,Single,0,21267,College,College,With Parent,,,,,,,,,,,,,,,,12066,,,,12255,,,,12423
320352,1,Single,16332,0,High School,High School,Off Campus,,,,,,,,,2000,,,1411,7500,,,11294,5250,,,2888,,,,
320491,1,Single,0,75890,High School,High School,With Parent,,,,,,,,,,,,,12000,,,,13000,,,,16000,,,
320495,1,Single,18377,0,College,High School,With Parent,,,,,,,,,12500,,,,22500,,,,,,,,,,,
320660,1,Single,19234,0,College,College,With Parent,,,,,,,,,12500,,,,12500,,,,,,,,,,,
320973,1,Single,0,32445,College,Unknown,With Parent,,,,,,,,,,,,,,,,10944,,,,717.92,,,,
320982,1,Single,0,47195,Middle School,,With Parent,,,,,,,,,,,,,3500,,,7084,4500,,,6109,7500,,,6113
321072,1,Single,1019,162386,College,High School,With Parent,,,,,,,,,,,,,12000,,,,,,,,,,,
321333,1,Single,0,14204,Middle School,Middle School,With Parent,,,,,,,,,,,,,,,,8807,,,,12255,,,,
321450,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321498,1,Married,131644,0,High School,Middle School,Off Campus,,,,,,,,,,,,,9500,250,,,12500,,,,,,,
321537,1,Single,30380,8063,Middle School,Middle School,With Parent,,,,,,,,,,,,,,,,1073.47,,,,,,,,
321656,1,Single,37666,0,High School,College,Off Campus,,,,,,,,,,,,,34552,,,,,,,,,,,
321758,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321826,1,Single,26817,0,High School,High School,Off Campus,,,,,,,,,,,,,3500,,,10234,,,,,,,,
322001,1,Single,0,7384,College,College,With Parent,,,,,,,,,,,,,,5000,,5730,,5000,,7887,,,,7239
322135,1,Single,65199,0,High School,High School,Off Campus,,,,,,,,,,,,,7720,10000,,,,,,,,,,
322292,1,Single,0,88675,High School,College,With Parent,,,,,,,,,,,,,5500,,,,,,,,,,,
322320,1,Married,30000,0,College,College,Off Campus,,,,,,,,,,,,,7500,,,5730,,,,5775,,,,
322586,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322775,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322780,1,Single,29594,0,High School,College,Off Campus,,,,,,,,,5525,,,,12500,,,12116,12500,,2050,9737,6437,,,2908
322889,1,Single,40909,0,High School,Unknown,Off Campus,,,,,,,,,,,,,6736,4000,,,2750,,,,5500,,,
322930,1,Single,0,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
322949,1,Single,19922,0,High School,High School,Off Campus,,,,,,,,,,,,,1500,,,11294,5500,,,5775,,,,
322969,1,Married,59597,0,High School,High School,Off Campus,,,,,,,,,,,,,1647,,,1440,,,,,,,,
322983,1,Single,23900,0,College,College,Off Campus,,,,,,,,,,,,,7500,,,8258,5500,,,7810,,,,
322993,1,Single,0,6234,High School,College,On Campus Housing,,,,,,,,,,,,,9500,,,12116,,,,,,,,
323018,1,Single,29077,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,3750,,,1433,,,,,,,,
323148,1,Single,748,0,College,College,Off Campus,,,,,,,,,,,,,7500,,,,,,,,,,,
323160,1,Married,49418,0,High School,College,Off Campus,,,,,,,,,,,,,3500,,,,,3836,,,,,,
323163,1,Single,9898,103269,College,College,With Parent,,,,,,,,,,,,,7500,4000,,,5500,4000,,,,,,
323167,1,Single,0,4576,Middle School,High School,With Parent,,,,,,,,,,,,,,2000,,11294,,2000,,11421,1735,,,1454
323261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323268,1,Single,0,0,College,High School,Off Campus,,,,,,,,,,,,,4903,2000,,8230,,2000,,4782,,,,
323302,1,Divorced,10088,0,High School,High School,Off Campus,,,,,,,,,,,,,3500,,,12116,3500,,2000,12021,5500,,2000,6415
