"","cohort_term","Marital.Status","Adjusted.Gross.Income","Parent.Adjusted.Gross.Income","Father.s.Highest.Grade.Level","Mother.s.Highest.Grade.Level","Housing","Total_loan","Total_grant","Total_scholarship","Total_WorkStudy","Cohort","CohortTerm","RegistrationDate","Hispanic","Black","NativeHawaiian","White","HSDipYr","HSGPAUnwtd","EnrollmentStatus","NumColCredAttemptTransfer","NumColCredAcceptTransfer","CumLoanAtEntry","HighDeg","MathPlacement","EngPlacement","GatewayMathStatus","GatewayEnglishStatus","CompleteDevMath","CompleteDevEnglish","Major1","Complete1","CompleteCIP1","TermGPA","CumGPA","Dropout"
"4874","1","Single",0,21417,"High School","High School","With Parent",4750,12001,0,0,"2013-14","1",20130419,0,1,0,0,2010,3.8,"1",-2,-2,-2,"0","1","1","0","0","0.5","0.5",0,0,-2,3.19,3.19,"1"
"4875","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130905,0,0,0,1,2016,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",0,0,-2,3,3,"1"
"4876","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130820,1,0,0,0,2016,1,"1",-2,-2,-2,"0","0","0","1","0","-2","-2",0,0,-2,4,4,"1"
"4877","1","Single",17021,37810,"High School","High School","Off Campus",34200,0,0,0,"2013-14","1",20130725,0,0,0,1,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,2.66666666666667,15.7966333333333,3.73666666666667,3.73666666666667,"0"
"4878","1","Single",5624,194482,"College","College","With Parent",12750,0,0,0,"2013-14","1",20130703,0,0,0,1,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,4,24.69495,3.96,3.96,"0"
"4879","1","Single",0,86477,"College","College","On Campus Housing",0,0,1000,0,"2013-14","1",20130430,1,0,0,0,2013,3.36,"1",-2,-2,-2,"0","0","0","1","1","-2","-2",0,0,-2,3.8,3.8,"1"
"4880","1","Single",0,19230,"Middle School","Middle School","Off Campus",0,11725.89,0,0,"2013-14","1",20130624,0,0,0,0,2013,1,"1",-2,-2,-2,"0","1","1","0","0","1","1",43.0399,0,-2,1.3,1.3,"1"
"4881","1","Single",0,60893,"Middle School","Middle School","With Parent",13500,10825,0,0,"2013-14","1",20130606,1,0,0,0,2013,2.8,"1",-2,-2,-2,"0","0","0","0","1","-2","-2",21.2626,0,-2,2.895,2.895,"0"
"4882","1","Single",2142,31564,"High School","High School","With Parent",5250,7487,0,0,"2013-14","1",20130606,0,0,0,1,2016,2.5,"1",-2,-2,-2,"0","1","0","0","1","0.5","-2",0,0,-2,2.0175,2.0175,"1"
"4883","1","Single",0,91107,"High School","College","With Parent",16250,0,0,0,"2013-14","1",20130410,0,0,0,1,2013,3.4,"1",-2,-2,-2,"0","1","1","0","0","0.1","0.1",43.0199,0.8,2.50199,3.164,3.164,"0"
"4884","1","Single",0,68025,"College","College","With Parent",3500,8285,0,0,"2013-14","1",20130419,1,0,0,0,2016,2.3,"1",-2,-2,-2,"0","1","0","0","1","1","-2",0,0,-2,1.185,1.185,"1"
"4885","1","Single",0,0,"High School","High School","With Parent",0,2117,0,0,"2013-14","1",20130709,0,0,0,1,2013,2.59,"1",-2,-2,-2,"0","1","1","0","0","0","1",54.0101,0,-2,0,0,"1"
"4886","1","Single",0,269552,"High School","Unknown","With Parent",9500,0,0,0,"2013-14","1",20130430,1,0,0,0,2013,2.26,"1",-2,-2,-2,"0","1","1","0","0","0.5","1",50.0701,0,-2,2.525,2.525,"1"
"4887","1","Single",0,36254,"High School","High School","On Campus Housing",0,31254.83,0,0,"2013-14","1",20130416,0,0,0,0,2016,2.7,"1",-2,-2,-2,"0","1","0","0","1","0.166666666666667","-2",42.0101,0,-2,2.3,2.3,"1"
"4888","1","Single",0,49439,"High School","College","With Parent",7250,301,0,0,"2013-14","1",20130620,1,0,0,0,2013,2.9,"1",-2,-2,-2,"0","1","1","0","0","0.333333333333333","0.666666666666667",0,0,-2,2.79,2.79,"1"
"4889","1","Single",1507,37843,"High School","High School","On Campus Housing",5500,23574,0,0,"2013-14","1",20130411,0,0,0,1,2013,1,"1",-2,-2,-2,"0","1","0","0","1","0.1","-2",43.0199,0.8,2.50199,3.248,3.248,"0"
"4890","1","Single",0,0,"Unknown","Middle School","With Parent",0,6001,0,0,"2013-14","1",20130709,1,0,0,0,2013,1,"1",-2,-2,-2,"0","0","1","1","0","-2","1",43.0199,0,-2,1.33,1.33,"1"
"4891","1","Single",0,39313,"High School","College","On Campus Housing",2750,2048,0,0,"2013-14","1",20130814,0,1,0,0,2013,3.1,"1",-2,-2,-2,"0","1","1","0","0","0","0",0,0,-2,0,0,"1"
"4892","1","Single",0,36812,"High School","High School","On Campus Housing",33000,22423,0,0,"2013-14","1",20130418,0,1,0,0,2013,1,"1",-2,-2,-2,"0","1","1","1","0","0","0.1",35.06307,0.7,3.20901,2.962,2.962,"0"
"4893","1","Single",5078,19200,"College","College","Off Campus",0,46841,16000,0,"2013-14","1",20130815,1,0,0,0,2013,3.87,"1",-2,-2,-2,"0","0","0","1","0","-2","-2",37.2601,0.875,3.5012625,3.345,3.345,"0"
"4894","1","Single",0,29346,"Unknown","College","With Parent",0,29118,4000,0,"2013-14","1",20130820,1,0,0,0,2016,3.7,"1",-2,-2,-2,"0","0","0","1","0","-2","-2",26.0101,0,-2,2.95571428571429,2.95571428571429,"1"
"4895","1","Single",14449,0,"College","College","Off Campus",18650,14990,0,0,"2013-14","1",20130430,0,0,0,0,2016,1,"2",53,29,1,"0","0","0","0","0","-2","-2",52.0458142857143,1.14285714285714,5.72572857142857,2.70428571428571,2.70428571428571,"0"
"4896","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130830,0,0,0,1,2016,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",51,0,-2,2,2,"1"
"4897","1","Single",0,44380,"High School","College","On Campus Housing",9500,2095,19065.5,0,"2013-14","1",20130618,0,1,0,0,2013,2.46,"1",-2,-2,-2,"0","1","1","0","0","0","1",50.0901,0,-2,1.815,1.815,"1"
"4898","1","Single",0,73319,"High School","Unknown","On Campus Housing",23500,0,13457.3,0,"2013-14","1",20130627,0,0,0,1,2013,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",16.80404,0,-2,2.036,2.036,"1"
"4899","1","Single",21012,0,"College","College","Off Campus",1000,336,0,0,"2013-14","1",20130709,0,0,0,0,2016,1,"2",105,75,1,"2","0","0","0","0","-2","-2",51.3801,0,-2,3.48142857142857,3.48142857142857,"1"
"4900","1","Single",0,0,"College","College","Off Campus",3750,2823,0,0,"2013-14","1",20130611,0,1,0,0,2016,2.71,"1",-2,-2,-2,"0","1","0","0","1","0","-2",51.0999,0,-2,0,0,"1"
"4901","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130826,1,0,0,0,2016,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",0,0,-2,0,0,"1"
"4902","1","Single",0,1673,"College","College","With Parent",0,42884,0,0,"2013-14","1",20130417,0,0,0,1,2016,3.3,"1",-2,-2,-2,"0","0","1","1","1","-2","0",11.1471857142857,0,-2,3.29714285714286,3.29714285714286,"0"
"4903","1","Single",0,37086,"College","College","On Campus Housing",5500,3795,18500,0,"2013-14","1",20130624,0,0,0,0,2013,2.44,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",50.0901,0,-2,3.035,3.035,"1"
"4904","1","Single",0,15819,"High School","College","On Campus Housing",10250,39838,0,222.07,"2013-14","1",20130624,0,1,0,0,2013,1,"1",-2,-2,-2,"0","1","1","0","1","0.142857142857143","0",52.0201,0,-2,2.27142857142857,2.27142857142857,"0"
"4905","1","Single",3967,0,"College","College","Off Campus",32500,0,0,0,"2013-14","1",20130725,0,0,0,0,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,2.66666666666667,15.7966333333333,3.32666666666667,3.32666666666667,"0"
"4906","1","Single",0,18012,"High School","High School","With Parent",17803,53904,3000,5640,"2013-14","1",20130708,0,1,0,0,2013,1,"1",-2,-2,-2,"0","1","1","0","0","0.125","0.25",49.04135,0,-2,2.275,2.275,"0"
"4907","1","Single",864,5359,"High School","High School","With Parent",0,10084.18,2000,0,"2013-14","1",20130822,0,0,0,1,2013,3.1,"1",-2,-2,-2,"0","0","0","1","1","-2","-2",50.0701,0,-2,0.06,0.06,"1"
"4908","1","Married",60457,0,"College","College","Off Campus",12500,0,0,0,"2013-14","1",20130725,1,0,0,0,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,2.66666666666667,15.7966333333333,3.65666666666667,3.65666666666667,"0"
"4909","1","Married",73919,0,"High School","High School","Off Campus",54200,0,0,0,"2013-14","1",20130725,0,1,0,0,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,2.66666666666667,15.7966333333333,3.56,3.56,"0"
"4910","1","Single",29022,0,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130814,0,1,0,0,2000,2.4,"1",-2,-2,-2,"0","1","0","0","1","0","-2",43.0203,0,-2,0.25,0.25,"1"
"4911","1","Single",934,0,"Middle School","High School","With Parent",0,51101,0,0,"2013-14","1",20130624,0,1,0,0,2013,2.6,"1",-2,-2,-2,"0","1","1","0","0","0.1","0.2",9.0101,0,-2,3.195,3.195,"0"
"4912","1","Single",0,0,"Middle School","College","On Campus Housing",4750,3123,0,1000,"2013-14","1",20130702,0,1,0,0,2016,1,"2",29,26,1,"0","0","0","0","1","-2","-2",43.0199,0,-2,0.6,0.6,"1"
"4913","1","Single",12880,12880,"Unknown","High School","On Campus Housing",3500,9531,0,0,"2013-14","1",20130819,1,0,0,0,2016,1,"2",13,13,1,"0","0","0","0","0","-2","-2",0,0,-2,1.265,1.265,"1"
"4914","1","Married",110980,0,"College","High School","Off Campus",12500,0,0,0,"2013-14","1",20130806,0,0,0,0,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,2.66666666666667,15.7966333333333,3.69666666666667,3.69666666666667,"0"
"4915","1","Single",0,72059,"High School","College","On Campus Housing",3500,11044,0,0,"2013-14","1",20130718,0,1,0,0,2010,2.4,"1",-2,-2,-2,"0","1","1","0","0","0.25","0.25",52.0501,0,-2,2.945,2.945,"1"
"4916","1","Single",40174,0,"High School","High School","Off Campus",38000,15890,250,0,"2013-14","1",20130626,0,0,0,0,2016,3.4,"1",-2,-2,-2,"0","1","1","1","0","0","0.111111111111111",23.3389444444444,0,-2,3.17,3.17,"0"
"4917","1","Single",0,51020,"High School","College","With Parent",3500,5715,0,0,"2013-14","1",20130606,0,0,0,0,2012,2.7,"1",-2,-2,-2,"0","1","1","0","0","0","1",52.1401,0,-2,0.105,0.105,"1"
"4918","1","Married",14134,0,"High School","High School","Off Campus",0,8924,0,0,"2013-14","1",20130905,1,0,0,0,2016,1,"2",97.25,49.5,1,"0","0","0","0","1","-2","-2",54.0101,0,-2,1.97,1.97,"1"
"4919","1","Single",2265,87136,"College","College","On Campus Housing",15000,680,102229.1,0,"2013-14","1",20130624,1,0,0,0,2013,3.55,"1",-2,-2,-2,"0","0","1","0","0","-2","0",50.09015,0,-2,2.88375,2.88375,"0"
"4920","1","Single",54642,0,"Unknown","High School","Off Campus",7500,0,0,0,"2013-14","1",20130821,1,0,0,0,2016,1,"2",54,24,1,"0","1","1","0","0","0","1",0,0,-2,3.47,3.47,"1"
"4921","1","Single",533,28832,"College","College","With Parent",0,3591,0,0,"2013-14","1",20130830,1,0,0,0,2016,1,"2",13,13,1,"0","0","0","0","0","-2","-2",0,0,-2,3.32,3.32,"1"
"4922","1","Single",0,22988,"Unknown","High School","With Parent",14500,47343,0,2000,"2013-14","1",20130624,1,0,0,0,2013,1,"1",-2,-2,-2,"0","1","1","0","0","0.111111111111111","0.222222222222222",23.1200444444444,0,-2,2.94444444444444,2.94444444444444,"0"
"4923","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130516,1,0,0,0,2010,1,"1",-2,-2,-2,"0","1","1","0","0","0.428571428571429","0.285714285714286",13.1202,0,-2,2.36285714285714,2.36285714285714,"1"
"4924","1","Single",0,25516,"High School","High School","With Parent",3500,17761,16323.6,0,"2013-14","1",20130708,0,0,0,0,2012,3.7,"1",-2,-2,-2,"0","1","1","0","0","0.166666666666667","0.166666666666667",16.6900333333333,0,-2,3.82666666666667,3.82666666666667,"1"
"4925","1","Single",0,16393,"Unknown","High School","With Parent",0,55795,0,0,"2013-14","1",20130624,1,0,0,0,2013,1,"1",-2,-2,-2,"0","1","1","1","0","0","0.125",13.00505,0,-2,2.935,2.935,"0"
"4926","1","Single",6084,15669,"College","Middle School","With Parent",0,6001,1000,0,"2013-14","1",20130626,1,0,0,0,2016,1,"1",-2,-2,-2,"0","0","0","0","1","-2","-2",0,0,-2,2.37,2.37,"1"
"4927","1","Single",7804,32662,"Middle School","Middle School","With Parent",0,12333,0,0,"2013-14","1",20130624,1,0,0,0,2013,1,"1",-2,-2,-2,"0","1","0","0","1","0.5","-2",52.0201,0,-2,2.54,2.54,"1"
"4928","1","Married",72189,0,"Unknown","College","Off Campus",34200,0,0,0,"2013-14","1",20130806,0,0,0,1,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,2.66666666666667,15.7966333333333,3.69666666666667,3.69666666666667,"0"
"4929","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130827,0,0,0,0,2016,1,"2",90,90,1,"0","0","0","0","1","-2","-2",0,0,-2,0,0,"1"
"4930","1","Single",0,22157,"High School","High School","With Parent",0,24117,0,0,"2013-14","1",20130715,0,0,0,0,2013,2.7,"1",-2,-2,-2,"0","1","1","0","1","0.25","0",11.0101,0,-2,3.555,3.555,"1"
"4931","1","Single",10063,9576,"High School","High School","On Campus Housing",19500,39253,0,2000,"2013-14","1",20130729,0,1,0,0,2013,3.1,"1",-2,-2,-2,"0","1","1","0","0","0.125","0.125",44.065,0,-2,3.5325,3.5325,"0"
"4932","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130909,0,0,0,0,2016,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",0,0,-2,4,4,"1"
"4933","1","Married",131694,0,"College","College","Off Campus",29500,0,0,0,"2013-14","1",20130725,1,0,0,0,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,2.66666666666667,15.7966333333333,3.93333333333333,3.93333333333333,"0"
"4934","1","Single",0,0,"High School","Unknown","With Parent",5500,42915,0,2000,"2013-14","1",20130819,1,0,0,0,2016,1,"2",37,22,1,"0","0","0","0","1","-2","-2",52.0201,1,4.7525125,2.55625,2.55625,"0"
"4935","1","Single",0,29292,"High School","High School","With Parent",0,8118,0,0,"2013-14","1",20130501,0,0,0,1,2013,2.9,"1",-2,-2,-2,"0","1","0","0","0","0.5","-2",0,0,-2,3.77,3.77,"1"
"4936","1","Married",10738,0,"High School","Middle School","Off Campus",34200,0,0,0,"2013-14","1",20130725,0,0,0,0,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,2.66666666666667,15.7966333333333,3.82,3.82,"0"
"4937","1","Single",0,23983,"Middle School","High School","On Campus Housing",15365,48911,0,5300,"2013-14","1",20130528,1,0,0,0,2013,2.8,"1",-2,-2,-2,"0","0","1","1","0","-2","0.1",23.0101,0,-2,3.022,3.022,"0"
"4938","1","Married",17401,0,"High School","High School","On Campus Housing",32500,44940,0,2000,"2013-14","1",20130718,0,0,0,1,2016,2.65,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",22.9063,0,-2,2.23875,2.23875,"0"
"4939","1","Single",23378,23269,"High School","High School","Off Campus",2750,4234,0,0,"2013-14","1",20130711,0,1,0,0,2016,1,"2",76,62,1,"2","0","0","0","0","-2","-2",43.0199,0,-2,2.4,2.4,"1"
"4940","1","Single",0,10298,"College","College","Off Campus",30014,49395,0,0,"2013-14","1",20130806,0,0,0,0,2016,1,"2",32,29,1,"0","0","0","0","0","-2","-2",26.0101,0,-2,2.83,2.83,"0"
"4941","1","Single",0,26628,"Middle School","High School","Off Campus",0,47827,0,0,"2013-14","1",20130730,1,0,0,0,2013,3.4,"1",-2,-2,-2,"0","1","1","0","0","0.111111111111111","0.333333333333333",52.0801,0,-2,3.04111111111111,3.04111111111111,"0"
"4942","1","Single",5850,0,"College","College","Off Campus",17000,15153,0,0,"2013-14","1",20130430,0,1,0,0,2016,1,"2",114,96,1,"0","0","0","0","0","-2","-2",52.0801,1.33333333333333,7.01335,2.88666666666667,2.88666666666667,"0"
"4943","1","Single",0,42333,"High School","High School","With Parent",6129,12764,0,0,"2013-14","1",20130624,1,0,0,0,2016,1,"1",-2,-2,-2,"0","1","1","0","1","0.666666666666667","0",40.0801,0,-2,2.93666666666667,2.93666666666667,"1"
"4944","1","Single",1531,0,"College","College","Off Campus",0,48577,1000,0,"2013-14","1",20130805,0,0,0,1,2016,3.59,"1",-2,-2,-2,"0","1","0","0","1","0.1","-2",31.24806,0.8,3.40801,3.894,3.894,"0"
"4945","1","Single",0,12635,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130513,1,0,0,0,2013,3,"1",-2,-2,-2,"0","1","1","0","0","0","0",50.0701,0,-2,4,4,"1"
"4946","1","Single",0,12563,"College","College","With Parent",0,35050,0,0,"2013-14","1",20130702,0,0,0,0,2016,1,"1",-2,-2,-2,"0","0","0","0","1","-2","-2",9.7537875,1,1.5012625,3.5125,3.5125,"0"
"4947","1","Single",0,15584,"Unknown","High School","On Campus Housing",5303,11825,22463.02,1298,"2013-14","1",20130422,0,1,0,0,2013,1,"1",-2,-2,-2,"0","0","1","0","0","-2","0.5",0,0,-2,3.0825,3.0825,"1"
"4948","1","Married",48366,0,"Middle School","Middle School","Off Campus",45000,0,0,0,"2013-14","1",20130703,0,1,0,0,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,4,24.69495,3.395,3.395,"0"
"4949","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130806,1,0,0,0,2013,2.5,"1",-2,-2,-2,"0","0","1","0","0","-2","0.5",26.0101,0,-2,1.505,1.505,"1"
"4950","1","Single",0,13076,"High School","High School","Off Campus",0,52773,0,0,"2013-14","1",20130624,0,1,0,0,2013,1,"1",-2,-2,-2,"0","0","1","0","1","-2","0",48.5701,0.8,3.40801,3.756,3.756,"0"
"4951","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130806,0,0,0,0,2016,1,"2",28,9,1,"0","0","0","0","0","-2","-2",51,0,-2,1.625,1.625,"1"
"4952","1","Single",0,19738,"College","High School","With Parent",0,19784,0,0,"2013-14","1",20130624,0,0,0,1,2013,1,"1",-2,-2,-2,"0","0","1","0","1","-2","0",40.0801,0,-2,2.9325,2.9325,"1"
"4953","1","Single",0,14145,"Unknown","Unknown","Off Campus",1750,21389,0,6500,"2013-14","1",20130418,0,0,0,0,2016,1,"1",-2,-2,-2,"0","0","1","1","0","-2","0.25",11.0101,0,-2,3.845,3.845,"1"
"4954","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130806,0,0,0,1,2016,1,"1",-2,-2,-2,"0","0","0","0","1","-2","-2",0,0,-2,4,4,"1"
"4955","1","Single",0,88218,"Unknown","College","Off Campus",24500,24148,0,0,"2013-14","1",20130731,1,0,0,0,2013,2.38,"1",-2,-2,-2,"0","1","1","0","0","0.125","0.125",21.50995,0,-2,2.395,2.395,"0"
"4956","1","Single",0,75901,"Unknown","Unknown","On Campus Housing",0,0,44115,0,"2013-14","1",20130701,0,0,0,0,2016,3.9,"1",-2,-2,-2,"0","1","0","1","1","0","-2",24.0101,0.777777777777778,0.7789,3.55888888888889,3.55888888888889,"0"
"4957","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130513,1,0,0,0,2016,1,"1",-2,-2,-2,"0","0","1","0","1","-2","0",11.0101,0,-2,2.68125,2.68125,"0"
"4958","1","Single",0,11834,"Middle School","High School","With Parent",0,47977,24376.6,0,"2013-14","1",20130627,1,0,0,0,2016,3.73,"1",-2,-2,-2,"0","0","1","0","0","-2","0",26.0101,0.888888888888889,1.11223333333333,3.66222222222222,3.66222222222222,"0"
"4959","1","Single",0,32920,"High School","Middle School","Off Campus",11250,22773,0,0,"2013-14","1",20130418,1,0,0,0,2016,2.81,"1",-2,-2,-2,"0","1","0","0","1","0.166666666666667","-2",50.0701,0,-2,3.22,3.22,"1"
"4960","1","Single",702,77171,"College","High School","On Campus Housing",22000,0,0,0,"2013-14","1",20130506,0,0,0,0,2013,1,"1",-2,-2,-2,"0","1","0","0","1","0.125","-2",26.01005,0,-2,2.46375,2.46375,"0"
"4961","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130827,0,0,0,0,2016,1,"1",-2,-2,-2,"0","0","0","0","1","-2","-2",52.0201,0,-2,3.525,3.525,"1"
"4962","1","Single",1,1,"High School","High School","Off Campus",0,0,61174.2,0,"2013-14","1",20130723,0,0,0,0,2016,1,"1",-2,-2,-2,"0","1","0","1","0","0","-2",19.7137,0,-2,3.64111111111111,3.64111111111111,"0"
"4963","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130503,1,0,0,0,2012,2.69,"1",-2,-2,-2,"0","1","1","0","0","0","1",0,0,-2,0,0,"1"
"4964","1","Single",1,1,"High School","High School","Off Campus",6500,5815,0,3000,"2013-14","1",20130612,1,0,0,0,2013,2.4,"1",-2,-2,-2,"0","0","0","0","1","-2","-2",35.29014,0,-2,2.76,2.76,"1"
"4965","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130724,0,0,0,0,2012,3.1,"1",-2,-2,-2,"0","1","1","0","0","0","1",9.0101,0,-2,3.03,3.03,"1"
"4966","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130620,0,0,0,1,2016,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",0,0,-2,3.92,3.92,"1"
"4967","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130703,1,0,0,0,2016,2.7,"1",-2,-2,-2,"0","1","1","0","0","0.0909090909090909","0.0909090909090909",34.3386454545455,0.727272727272727,2.91091818181818,3.47181818181818,3.47181818181818,"0"
"4968","1","Single",0,40537,"College","College","On Campus Housing",31000,30373,0,2000,"2013-14","1",20130731,0,1,0,0,2010,1,"1",-2,-2,-2,"0","1","1","0","0","0.25","0.125",43.0349,0,-2,3.0825,3.0825,"0"
"4969","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130830,0,0,0,0,2016,1,"2",57,89,1,"0","0","0","0","0","-2","-2",0,0,-2,3.61,3.61,"1"
"4970","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130501,0,0,0,0,2016,1,"1",-2,-2,-2,"0","0","0","1","0","-2","-2",0,0,-2,3.8,3.8,"1"
"4971","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130425,0,0,0,0,2016,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",0,0,-2,3.52,3.52,"1"
"4972","1","Single",0,8562,"High School","High School","With Parent",6250,6994,0,0,"2013-14","1",20130716,0,1,0,0,2013,1,"1",-2,-2,-2,"0","1","1","0","0","0.333333333333333","1",52.0201,0,-2,2.86333333333333,2.86333333333333,"1"
"4973","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130722,0,0,0,1,2016,1,"2",48,16,1,"0","0","0","0","0","-2","-2",15.5776,0,-2,3.0525,3.0525,"1"
"4974","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130516,0,0,0,0,2016,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",0,0,-2,2.6,2.6,"1"
"4975","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130909,1,0,0,0,2016,1,"2",80,66,1,"2","0","0","0","0","-2","-2",14.1107666666667,0,-2,3.76333333333333,3.76333333333333,"0"
"4976","1","Single",10252,0,"College","High School","With Parent",0,31881,0,0,"2013-14","1",20130605,0,0,0,0,2016,1,"2",58,58,1,"2","0","0","0","0","-2","-2",43.0199,1.6,7.00398,3.298,3.298,"0"
"4977","1","Single",18543,31690,"High School","College","With Parent",29193,3227,0,0,"2013-14","1",20130521,0,0,0,1,2016,1,"2",62,53,1,"2","0","0","0","0","-2","-2",52.0676,2,11.520025,3.2725,3.2725,"0"
"4978","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130826,0,0,0,1,2016,1,"2",91,44,1,"0","0","0","0","0","-2","-2",51.3801,2,11.345025,3.695,3.695,"0"
"4979","1","Single",1,1,"High School","High School","Off Campus",4785,0,0,0,"2013-14","1",20130818,0,1,0,0,2016,1,"2",89,54,1,"0","0","0","0","0","-2","-2",51.3801,0,-2,1.06666666666667,1.06666666666667,"1"
"4980","1","Single",0,53526,"Unknown","Middle School","With Parent",15500,23083,0,0,"2013-14","1",20130815,1,0,0,0,2016,1,"2",45,34,1,"0","0","0","0","1","-2","-2",11.0101,0,-2,2.45,2.45,"0"
"4981","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130813,1,0,0,0,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",52.0301,0,-2,2.3,2.3,"1"
"4982","1","Single",17459,0,"College","College","With Parent",4100,695,0,0,"2013-14","1",20130710,0,0,0,1,2016,1,"2",67,55,1,"0","0","0","0","0","-2","-2",52.0801,0,-2,1.89,1.89,"1"
"4983","1","Single",25089,0,"College","High School","With Parent",21250,8926,0,0,"2013-14","1",20130708,0,1,0,0,2016,1,"2",68,59,1,"2","0","0","0","0","-2","-2",45.1101,0,-2,3.27,3.27,"1"
"4984","1","Single",10673,0,"High School","High School","With Parent",0,5168,0,0,"2013-14","1",20130723,0,0,0,1,2016,1,"2",53,49,1,"0","0","0","0","0","-2","-2",45.0601,0,-2,0.86,0.86,"1"
"4985","1","Single",17200,0,"College","College","Off Campus",0,2171,0,0,"2013-14","1",20130808,0,1,0,0,2016,1,"2",81,45,1,"0","0","0","0","0","-2","-2",51.3801,0,-2,3.47333333333333,3.47333333333333,"1"
"4986","1","Single",0,20198,"Middle School","College","With Parent",0,12001,0,0,"2013-14","1",20130528,0,0,0,1,2016,1,"2",54,47,1,"0","0","0","0","0","-2","-2",51.0999,0,-2,2.66,2.66,"1"
"4987","1","Single",22969,65060,"Unknown","College","With Parent",26250,3165,0,0,"2013-14","1",20130723,1,0,0,0,2016,1,"2",71,58,1,"2","0","0","0","0","-2","-2",52.0201,0,-2,3.122,3.122,"1"
"4988","1","Single",0,35700,"Middle School","High School","With Parent",16646,23119,0,0,"2013-14","1",20130820,1,0,0,0,2016,1,"2",57,45,1,"0","0","0","0","1","-2","-2",52.0251,0,-2,2.503,2.503,"0"
"4989","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130625,0,0,0,1,2016,1,"2",52,46,1,"2","0","0","0","0","-2","-2",43.0399,1.33333333333333,5.50665,3.53,3.53,"0"
"4990","1","Single",0,23565,"College","College","With Parent",0,14610,0,0,"2013-14","1",20130627,1,0,0,0,2016,1,"2",30,30,1,"0","0","0","0","0","-2","-2",45.1901,0,-2,2.73666666666667,2.73666666666667,"1"
"4991","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2013-14","1",20130806,0,0,0,1,2016,1,"2",66,40,1,"2","0","0","0","0","-2","-2",43.0199,0,-2,3.72666666666667,3.72666666666667,"1"
